Year,Month,Day,0,1,2,3,4,5
2023,06,02,72,85,80,23,29,62
2023,06,03,94,68,3,65,67,85
2023,06,04,12,30,27,20,7,20
2023,06,05,73,88,1,62,69,28
2023,06,06,51,55,17,93,95,67
2023,06,07,12,56,93,25,55,4
2023,06,08,14,49,18,82,49,94
2023,06,09,73,76,44,65,9,24
2023,06,10,81,35,56,52,22,72
2023,06,11,82,50,78,32,90,100
2023,06,12,11,58,58,78,34,25
2023,06,13,66,31,44,81,8,52
2023,06,14,63,12,56,39,68,47
2023,06,15,13,68,46,96,6,28
2023,06,16,70,96,58,83,49,90
2023,06,17,67,35,6,38,54,72
2023,06,18,72,29,83,12,39,7
2023,06,19,30,39,49,5,82,24
2023,06,20,23,41,34,4,2,53
2023,06,21,28,49,31,16,86,13
2023,06,22,90,52,53,73,44,43
2023,06,23,58,19,50,2,38,2
2023,06,24,17,41,7,46,59,30
2023,06,25,25,55,17,37,60,80
2023,06,26,15,93,14,9,94,29
2023,06,27,55,98,98,70,75,21
2023,06,28,17,11,50,8,39,43
2023,06,29,31,49,67,43,50,14
2023,06,30,26,26,64,7,9,73
2023,07,01,90,18,41,87,52,61
2023,07,02,42,52,37,63,7,97
2023,07,03,59,66,57,89,36,100
2023,07,04,42,22,5,43,77,16
2023,07,05,44,94,96,34,62,1
2023,07,06,57,10,49,43,96,17
2023,07,07,39,73,67,96,18,84
2023,07,08,75,39,76,7,15,59
2023,07,09,86,64,42,26,5,22
2023,07,10,10,80,71,67,1,7
2023,07,11,70,1,76,91,16,98
2023,07,12,98,83,45,54,62,33
2023,07,13,44,61,48,56,78,57
2023,07,14,85,92,96,89,44,74
2023,07,15,2,35,27,12,31,4
2023,07,16,51,42,28,98,1,75
2023,07,17,51,53,25,25,100,67
2023,07,18,63,4,20,90,71,60
2023,07,19,9,70,1,70,32,84
2023,07,20,53,86,26,98,97,56
2023,07,21,53,83,14,31,69,6
2023,07,22,8,86,8,49,30,5
2023,07,23,55,93,91,19,63,9
2023,07,24,80,90,22,68,21,100
2023,07,25,47,15,8,90,5,9
2023,07,26,98,73,57,3,17,83
2023,07,27,77,24,53,92,40,24
2023,07,28,11,18,29,97,62,88
2023,07,29,65,83,76,29,93,79
2023,07,30,39,94,36,9,54,85
2023,08,01,83,83,64,15,54,15
2023,08,02,24,63,44,2,43,99
2023,08,03,62,78,47,62,92,87
2023,08,04,98,64,88,78,86,54
2023,08,05,48,48,21,42,30,72
2023,08,06,86,7,59,12,90,61
2023,08,07,87,32,39,18,59,56
2023,08,08,42,83,36,26,64,43
2023,08,09,26,42,38,87,96,14
2023,08,10,46,6,82,14,13,29
2023,08,11,69,83,45,42,73,3
2023,08,12,36,97,61,46,60,46
2023,08,13,21,49,9,17,94,9
2023,08,14,90,40,89,85,52,78
2023,08,15,7,59,70,85,85,41
2023,08,16,78,40,5,56,91,28
2023,08,17,26,63,66,66,49,17
2023,08,18,52,28,36,44,6,7
2023,08,19,98,72,26,7,17,17
2023,08,20,91,97,48,31,59,49
2023,08,21,46,56,52,89,36,23
2023,08,22,14,11,76,28,79,41
2023,08,23,2,5,38,98,64,8
2023,08,24,78,70,76,29,15,21
2023,08,25,89,22,31,85,41,21
2023,08,26,73,28,19,52,36,4
2023,08,27,41,45,28,18,72,57
2023,08,28,85,12,59,27,22,25
2023,08,29,40,4,98,86,78,41
2023,08,30,31,52,85,98,7,18
2023,09,01,74,58,30,86,81,80
2023,09,02,4,79,87,14,59,31
2023,09,03,48,14,19,19,7,38
2023,09,04,66,67,57,100,88,36
2023,09,05,38,77,83,27,74,60
2023,09,06,10,26,59,1,71,3
2023,09,07,71,92,86,68,29,73
2023,09,08,49,85,79,52,91,4
2023,09,09,97,53,4,87,37,30
2023,09,10,32,81,89,77,47,60
2023,09,11,72,79,42,29,58,47
2023,09,12,92,14,70,40,72,55
2023,09,13,38,70,71,30,10,76
2023,09,14,3,13,6,68,96,80
2023,09,15,97,16,60,43,39,33
2023,09,16,39,49,54,52,5,13
2023,09,17,28,86,41,37,44,16
2023,09,18,71,4,17,70,70,90
2023,09,19,83,70,34,72,48,76
2023,09,20,60,81,48,50,41,97
2023,09,21,52,69,55,18,71,30
2023,09,22,39,54,43,35,51,20
2023,09,23,36,22,56,67,81,84
2023,09,24,39,57,24,98,72,15
2023,09,25,4,16,95,68,98,68
2023,09,26,38,78,78,16,4,18
2023,09,27,78,36,18,93,62,79
2023,09,28,71,73,18,13,79,88
2023,09,29,19,34,72,86,51,37
2023,09,30,10,94,69,36,87,68
2023,10,01,59,4,37,19,14,39
2023,10,02,63,50,67,68,50,14
2023,10,03,74,93,70,20,14,90
2023,10,04,46,89,68,47,5,51
2023,10,05,52,88,59,69,28,29
2023,10,06,26,45,75,67,49,26
2023,10,07,81,82,87,16,51,64
2023,10,08,50,93,19,23,74,9
2023,10,09,81,20,9,10,17,46
2023,10,10,27,73,33,47,14,16
2023,10,11,66,56,18,90,2,37
2023,10,12,86,93,96,77,13,3
2023,10,13,97,19,87,66,60,86
2023,10,14,55,79,98,6,65,84
2023,10,15,94,85,97,40,20,94
2023,10,16,83,43,61,13,40,68
2023,10,17,5,49,1,98,46,13
2023,10,18,57,21,45,86,38,8
2023,10,19,5,18,84,86,39,38
2023,10,20,38,68,58,79,27,30
2023,10,21,39,1,19,78,10,8
2023,10,22,1,4,99,94,86,95
2023,10,23,66,7,37,94,7,12
2023,10,24,83,57,31,9,84,57
2023,10,25,42,47,23,32,13,21
2023,10,26,47,52,72,55,19,28
2023,10,27,35,73,24,35,83,40
2023,10,28,60,13,65,29,74,58
2023,10,29,30,23,61,15,46,53
2023,10,30,72,4,16,24,89,43
2023,11,01,84,68,68,80,53,12
2023,11,02,89,51,82,72,34,96
2023,11,03,57,50,79,25,82,96
2023,11,04,94,16,89,46,57,96
2023,11,05,59,34,11,5,49,90
2023,11,06,99,14,52,74,48,62
2023,11,07,27,86,62,24,73,38
2023,11,08,30,99,54,37,8,70
2023,11,09,99,26,44,2,29,38
2023,11,10,27,84,27,91,62,30
2023,11,11,100,49,68,57,40,47
2023,11,12,34,100,86,37,26,33
2023,11,13,54,65,56,98,45,85
2023,11,14,21,99,10,84,6,88
2023,11,15,46,65,49,54,82,80
2023,11,16,82,74,96,12,59,100
2023,11,17,59,32,85,25,87,70
2023,11,18,66,28,56,23,99,48
2023,11,19,15,47,1,33,85,86
2023,11,20,37,24,81,18,8,67
2023,11,21,71,3,76,19,15,41
2023,11,22,33,68,17,87,9,58
2023,11,23,48,62,54,20,33,24
2023,11,24,16,51,50,2,82,17
2023,11,25,15,1,34,28,55,98
2023,11,26,45,42,73,81,87,4
2023,11,27,96,29,97,77,92,19
2023,11,28,7,43,17,71,93,93
2023,11,29,37,39,62,90,55,30
2023,11,30,3,76,19,1,70,17
2023,12,01,65,99,99,57,94,78
2023,12,02,89,92,44,31,41,92
2023,12,03,11,46,60,25,90,40
2023,12,04,18,78,62,5,70,83
2023,12,05,81,81,89,72,7,49
2023,12,06,89,91,10,100,76,32
2023,12,07,27,27,4,67,55,2
2023,12,08,22,31,24,53,33,46
2023,12,09,25,3,68,89,12,48
2023,12,10,90,38,29,28,19,18
2023,12,11,60,58,40,49,75,19
2023,12,12,65,24,77,90,94,12
2023,12,13,93,1,15,23,3,100
2023,12,14,68,3,86,5,65,27
2023,12,15,65,25,56,43,4,73
2023,12,16,82,53,52,3,65,87
2023,12,17,77,81,24,34,87,85
2023,12,18,1,24,73,44,91,36
2023,12,19,10,61,38,65,85,10
2023,12,20,33,91,13,90,50,74
2023,12,21,31,25,93,99,22,78
2023,12,22,13,39,21,26,32,94
2023,12,23,83,80,21,85,57,67
2023,12,24,34,5,60,40,71,68
2023,12,25,81,77,70,83,24,6
2023,12,26,15,76,33,34,66,32
2023,12,27,40,46,34,27,94,4
2023,12,28,82,35,17,82,60,59
2023,12,29,34,39,81,12,59,87
2023,12,30,66,38,99,92,21,44
