Year,Month,Day,0,1,2,3,4,5
2023,07,09,11,10,28,85,4,50
2023,07,10,37,40,43,84,27,60
2023,07,11,27,55,51,64,98,3
2023,07,12,87,30,21,15,38,68
2023,07,13,56,71,97,4,65,87
2023,07,14,74,50,42,88,53,84
2023,07,15,11,48,60,74,88,8
2023,07,16,81,66,69,54,11,53
2023,07,17,89,63,67,60,34,66
2023,07,18,69,30,90,34,78,9
2023,07,19,53,97,8,94,40,43
2023,07,20,74,62,29,33,51,97
2023,07,21,81,79,14,82,94,66
2023,07,22,8,19,58,80,63,61
2023,07,23,30,48,17,12,62,90
2023,07,24,38,10,24,77,70,5
2023,07,25,88,56,38,12,8,90
2023,07,26,76,50,9,29,41,13
2023,07,27,19,65,22,16,40,67
2023,07,28,68,1,94,76,64,11
2023,07,29,90,84,92,36,49,47
2023,07,30,99,25,1,10,29,56
2023,08,01,34,92,98,90,91,27
2023,08,02,94,94,74,3,74,75
2023,08,03,52,50,30,58,4,93
2023,08,04,23,44,2,92,91,51
2023,08,05,35,43,57,91,90,80
2023,08,06,15,83,94,53,69,10
2023,08,07,50,30,94,88,10,5
2023,08,08,83,11,28,64,39,5
2023,08,09,11,77,37,88,16,10
2023,08,10,48,9,89,94,10,30
2023,08,11,92,12,88,11,12,26
2023,08,12,10,7,40,39,74,88
2023,08,13,1,35,73,35,6,42
2023,08,14,94,19,24,24,36,23
2023,08,15,43,29,72,64,55,29
2023,08,16,100,95,32,35,22,6
2023,08,17,27,51,2,74,59,45
2023,08,18,95,26,20,8,55,38
2023,08,19,72,96,13,6,83,50
2023,08,20,25,17,80,64,42,13
2023,08,21,89,58,12,70,62,40
2023,08,22,3,77,19,12,59,41
2023,08,23,79,60,75,58,80,19
2023,08,24,87,46,69,1,68,92
2023,08,25,32,59,58,88,63,40
2023,08,26,17,49,66,72,12,19
2023,08,27,92,55,60,65,85,64
2023,08,28,14,74,1,6,88,85
2023,08,29,6,20,83,75,56,12
2023,08,30,35,3,67,82,90,88
2023,09,01,100,37,11,85,86,1
2023,09,02,69,74,57,96,29,26
2023,09,03,16,75,86,45,100,16
2023,09,04,17,37,45,91,83,92
2023,09,05,43,96,21,40,63,50
2023,09,06,54,2,44,74,80,99
2023,09,07,3,9,34,55,74,71
2023,09,08,44,45,17,93,81,32
2023,09,09,40,20,43,87,36,75
2023,09,10,83,75,47,11,3,17
2023,09,11,51,79,54,15,51,29
2023,09,12,25,15,38,44,63,67
2023,09,13,57,47,45,89,56,37
2023,09,14,53,76,19,83,4,44
2023,09,15,13,89,28,26,1,16
2023,09,16,7,76,69,53,52,3
2023,09,17,42,36,39,57,25,71
2023,09,18,90,93,15,76,93,49
2023,09,19,32,77,48,34,43,6
2023,09,20,73,34,38,68,9,69
2023,09,21,77,65,70,76,100,56
2023,09,22,13,2,73,73,82,14
2023,09,23,71,39,94,51,97,38
2023,09,24,76,36,26,16,50,14
2023,09,25,47,95,75,75,34,99
2023,09,26,15,92,4,90,95,49
2023,09,27,51,97,99,70,40,59
2023,09,28,78,4,21,69,40,90
2023,09,29,64,96,27,36,64,44
2023,09,30,64,18,26,39,39,88
2023,10,01,69,61,3,10,22,17
2023,10,02,13,82,20,19,58,93
2023,10,03,40,83,47,87,12,100
2023,10,04,46,98,80,76,42,5
2023,10,05,51,67,40,53,78,4
2023,10,06,49,76,91,36,58,19
2023,10,07,95,38,58,91,76,92
2023,10,08,35,70,71,65,81,49
2023,10,09,86,99,48,23,20,47
2023,10,10,26,77,43,30,22,10
2023,10,11,6,12,36,28,62,88
2023,10,12,100,26,42,76,34,25
2023,10,13,57,30,95,75,24,21
2023,10,14,88,29,88,1,30,93
2023,10,15,55,62,4,21,33,3
2023,10,16,49,17,93,47,11,35
2023,10,17,11,36,76,37,7,36
2023,10,18,81,39,78,65,37,60
2023,10,19,82,51,13,27,29,26
2023,10,20,68,78,20,51,41,67
2023,10,21,63,98,77,58,49,17
2023,10,22,47,9,17,8,34,13
2023,10,23,3,59,38,89,36,58
2023,10,24,93,73,54,2,88,65
2023,10,25,50,69,18,95,62,13
2023,10,26,21,37,30,35,80,2
2023,10,27,40,66,93,85,2,23
2023,10,28,23,56,43,58,83,5
2023,10,29,64,1,55,53,45,48
2023,10,30,57,1,36,66,48,97
2023,11,01,50,21,95,55,68,38
2023,11,02,53,21,82,31,28,62
2023,11,03,31,91,32,49,11,51
2023,11,04,23,26,36,78,39,80
2023,11,05,79,25,10,99,26,2
2023,11,06,95,85,99,79,59,17
2023,11,07,47,94,51,5,99,10
2023,11,08,84,97,55,90,78,55
2023,11,09,26,98,7,45,94,35
2023,11,10,5,37,26,27,29,90
2023,11,11,64,4,95,20,57,64
2023,11,12,9,63,21,50,49,86
2023,11,13,6,64,8,70,54,73
2023,11,14,91,1,67,20,92,88
2023,11,15,77,26,94,20,9,94
2023,11,16,61,94,35,72,63,94
2023,11,17,78,99,44,56,55,92
2023,11,18,76,49,90,44,36,29
2023,11,19,49,74,17,65,24,39
2023,11,20,11,83,5,41,2,81
2023,11,21,21,89,80,95,26,74
2023,11,22,23,37,62,81,22,79
2023,11,23,79,86,79,88,10,74
2023,11,24,6,40,67,38,21,1
2023,11,25,44,97,57,16,83,53
2023,11,26,90,59,3,18,47,72
2023,11,27,16,79,69,78,25,81
2023,11,28,10,100,51,64,35,45
2023,11,29,71,23,1,81,23,24
2023,11,30,59,89,30,66,18,77
2023,12,01,68,20,59,84,89,6
2023,12,02,10,60,57,76,17,56
2023,12,03,3,85,94,21,48,87
2023,12,04,51,82,99,94,12,74
2023,12,05,93,3,99,69,14,40
2023,12,06,92,77,62,5,50,69
2023,12,07,27,48,21,75,90,54
2023,12,08,43,50,24,71,35,20
2023,12,09,71,62,2,2,58,95
2023,12,10,63,16,56,63,59,71
2023,12,11,35,78,11,68,85,78
2023,12,12,1,96,19,35,5,6
2023,12,13,85,56,42,56,92,33
2023,12,14,28,38,16,73,100,28
2023,12,15,31,27,24,90,88,16
2023,12,16,87,46,11,11,32,3
2023,12,17,78,64,52,33,100,4
2023,12,18,15,4,1,80,60,55
2023,12,19,77,7,80,23,67,70
2023,12,20,4,6,61,64,28,61
2023,12,21,14,48,33,46,62,27
2023,12,22,18,77,65,2,76,82
2023,12,23,50,4,32,90,52,7
2023,12,24,5,29,22,64,11,54
2023,12,25,90,53,51,4,92,97
2023,12,26,13,60,74,74,86,98
2023,12,27,9,28,69,7,54,27
2023,12,28,26,79,39,49,39,76
2023,12,29,57,45,34,86,95,29
2023,12,30,96,46,99,28,48,96
