Year,Month,Day,0,1,2,3,4,5
2023,07,29,65,59,75,42,61,99
2023,07,30,27,33,31,84,81,24
2023,08,01,16,24,11,24,83,34
2023,08,02,82,34,95,24,17,57
2023,08,03,46,37,91,73,43,69
2023,08,04,19,58,61,28,91,17
2023,08,05,46,62,49,93,1,16
2023,08,06,3,36,97,92,29,5
2023,08,07,11,91,66,36,68,75
2023,08,08,50,99,81,83,5,12
2023,08,09,88,10,58,7,85,27
2023,08,10,5,31,93,82,12,99
2023,08,11,43,73,84,33,91,27
2023,08,12,20,26,57,78,44,40
2023,08,13,33,76,86,83,87,67
2023,08,14,40,82,82,9,8,39
2023,08,15,84,51,18,17,8,45
2023,08,16,17,89,6,26,36,82
2023,08,17,44,67,65,93,70,21
2023,08,18,57,64,81,27,13,1
2023,08,19,84,60,97,24,62,15
2023,08,20,51,94,13,28,21,72
2023,08,21,62,45,4,85,97,86
2023,08,22,30,95,80,95,78,35
2023,08,23,56,79,39,24,32,37
2023,08,24,37,93,69,72,74,98
2023,08,25,13,59,57,36,49,87
2023,08,26,19,94,61,58,73,95
2023,08,27,77,31,37,64,30,41
2023,08,28,97,67,46,99,29,33
2023,08,29,11,41,83,4,45,24
2023,08,30,29,93,7,55,11,17
2023,09,01,37,53,43,19,53,11
2023,09,02,18,15,23,72,82,77
2023,09,03,32,89,56,33,60,73
2023,09,04,30,74,69,32,64,95
2023,09,05,60,35,43,54,9,6
2023,09,06,17,28,20,32,10,6
2023,09,07,87,96,54,75,45,14
2023,09,08,73,97,69,25,78,75
2023,09,09,35,41,60,62,48,70
2023,09,10,67,2,36,27,16,74
2023,09,11,80,22,19,6,2,8
2023,09,12,11,88,33,12,20,29
2023,09,13,86,40,26,94,91,3
2023,09,14,58,87,3,32,73,44
2023,09,15,13,7,58,99,32,11
2023,09,16,43,94,9,21,52,64
2023,09,17,71,3,45,16,37,73
2023,09,18,33,39,25,53,40,39
2023,09,19,93,3,66,12,85,73
2023,09,20,57,27,44,41,95,76
2023,09,21,43,13,13,20,12,26
2023,09,22,49,4,84,11,62,30
2023,09,23,43,79,77,15,68,99
2023,09,24,72,64,74,89,26,61
2023,09,25,47,56,88,33,2,53
2023,09,26,14,59,77,94,2,91
2023,09,27,43,50,38,25,54,72
2023,09,28,40,32,76,84,62,78
2023,09,29,83,21,49,6,17,61
2023,09,30,67,98,96,37,84,63
2023,10,01,89,29,15,6,50,84
2023,10,02,64,2,98,49,2,75
2023,10,03,89,98,92,58,1,3
2023,10,04,11,83,23,25,84,62
2023,10,05,63,2,48,73,37,59
2023,10,06,19,92,92,20,9,72
2023,10,07,38,37,15,21,21,67
2023,10,08,100,90,59,49,57,25
2023,10,09,60,23,78,7,29,72
2023,10,10,54,81,35,90,82,97
2023,10,11,63,96,34,55,97,67
2023,10,12,77,1,56,38,97,92
2023,10,13,96,45,90,25,39,12
2023,10,14,40,16,35,70,1,81
2023,10,15,31,76,41,1,50,1
2023,10,16,25,46,86,5,2,94
2023,10,17,3,72,13,17,32,40
2023,10,18,98,63,8,97,57,89
2023,10,19,84,19,91,60,51,72
2023,10,20,66,12,35,36,15,13
2023,10,21,9,89,10,4,80,77
2023,10,22,91,49,8,34,50,19
2023,10,23,88,43,48,47,17,67
2023,10,24,3,46,15,38,91,38
2023,10,25,73,44,93,13,89,76
2023,10,26,54,31,78,9,71,35
2023,10,27,78,57,1,26,61,60
2023,10,28,67,56,1,29,31,100
2023,10,29,41,36,97,57,94,71
2023,10,30,40,35,34,48,6,1
2023,11,01,48,81,26,4,63,54
2023,11,02,40,95,96,68,82,31
2023,11,03,13,93,51,35,22,46
2023,11,04,57,52,80,82,73,50
2023,11,05,17,83,63,76,12,82
2023,11,06,12,20,50,77,3,65
2023,11,07,38,82,18,43,91,1
2023,11,08,57,47,59,68,2,73
2023,11,09,91,36,22,53,76,2
2023,11,10,55,38,61,53,27,33
2023,11,11,33,78,88,17,77,82
2023,11,12,55,43,85,1,11,24
2023,11,13,47,21,13,45,35,8
2023,11,14,79,63,87,4,9,15
2023,11,15,88,34,81,22,69,3
2023,11,16,72,75,24,60,23,38
2023,11,17,33,63,51,31,5,28
2023,11,18,44,11,46,60,97,66
2023,11,19,36,13,99,29,7,70
2023,11,20,87,65,99,89,72,82
2023,11,21,19,39,98,50,17,13
2023,11,22,42,58,98,48,100,56
2023,11,23,85,12,74,8,35,66
2023,11,24,78,97,40,42,25,98
2023,11,25,47,2,73,17,3,74
2023,11,26,40,49,47,24,24,78
2023,11,27,47,14,9,84,77,80
2023,11,28,3,29,55,86,77,32
2023,11,29,12,92,96,27,73,7
2023,11,30,91,23,62,66,80,89
2023,12,01,98,75,62,19,71,66
2023,12,02,86,67,54,97,52,12
2023,12,03,37,2,49,52,68,32
2023,12,04,68,85,70,83,45,2
2023,12,05,42,34,87,26,35,93
2023,12,06,4,58,77,72,87,46
2023,12,07,96,43,39,36,17,6
2023,12,08,4,75,100,44,57,2
2023,12,09,42,17,35,78,7,23
2023,12,10,96,78,18,65,30,44
2023,12,11,69,28,91,49,41,59
2023,12,12,73,76,78,88,16,64
2023,12,13,54,89,58,37,87,21
2023,12,14,18,15,55,30,22,66
2023,12,15,23,80,16,38,81,59
2023,12,16,73,98,22,5,90,22
2023,12,17,77,85,6,92,80,14
2023,12,18,75,57,95,83,98,87
2023,12,19,37,66,2,51,28,97
2023,12,20,76,9,53,16,14,99
2023,12,21,59,42,49,10,96,54
2023,12,22,21,25,54,57,98,70
2023,12,23,72,12,88,42,7,36
2023,12,24,52,1,5,4,94,74
2023,12,25,70,5,48,87,89,99
2023,12,26,14,10,92,43,67,71
2023,12,27,22,97,69,76,97,61
2023,12,28,93,52,12,12,11,90
2023,12,29,11,75,77,6,35,78
2023,12,30,83,15,83,68,71,54
