Year,Month,Day,0,1,2,3,4,5
2023,06,11,53,16,96,18,48,17
2023,06,12,26,81,60,49,20,42
2023,06,13,100,55,10,89,31,31
2023,06,14,18,97,78,64,35,54
2023,06,15,34,99,63,97,3,66
2023,06,16,17,100,9,11,24,8
2023,06,17,45,54,56,56,87,37
2023,06,18,73,80,15,74,7,43
2023,06,19,21,87,82,11,69,32
2023,06,20,69,16,87,2,19,46
2023,06,21,44,56,64,54,91,79
2023,06,22,18,87,36,20,96,80
2023,06,23,6,69,49,14,29,94
2023,06,24,12,6,73,88,76,34
2023,06,25,38,54,13,33,28,66
2023,06,26,75,93,16,79,31,23
2023,06,27,81,32,65,9,70,60
2023,06,28,15,87,96,63,15,45
2023,06,29,79,89,86,39,12,42
2023,06,30,12,90,56,79,73,79
2023,07,01,62,41,88,78,38,72
2023,07,02,61,23,22,100,77,64
2023,07,03,58,16,98,7,89,70
2023,07,04,34,87,100,18,6,79
2023,07,05,63,45,89,38,13,91
2023,07,06,72,11,50,4,72,89
2023,07,07,83,71,11,46,37,72
2023,07,08,66,41,40,18,10,89
2023,07,09,84,90,100,100,99,30
2023,07,10,37,58,95,40,74,84
2023,07,11,26,29,6,20,46,46
2023,07,12,33,43,31,15,68,87
2023,07,13,40,73,52,94,56,59
2023,07,14,85,34,83,30,8,8
2023,07,15,72,96,32,56,51,41
2023,07,16,78,72,13,29,8,6
2023,07,17,26,10,31,13,85,98
2023,07,18,84,100,75,83,92,41
2023,07,19,53,75,9,92,84,15
2023,07,20,58,28,78,9,22,64
2023,07,21,46,10,6,20,95,79
2023,07,22,91,97,30,97,97,26
2023,07,23,38,53,50,35,100,30
2023,07,24,64,69,24,3,22,54
2023,07,25,16,51,76,10,37,81
2023,07,26,22,94,49,97,74,65
2023,07,27,60,79,1,23,58,55
2023,07,28,64,64,5,63,63,32
2023,07,29,41,96,22,89,17,87
2023,07,30,41,93,22,73,5,59
2023,08,01,97,55,84,92,7,91
2023,08,02,78,62,25,41,96,93
2023,08,03,87,48,25,3,14,92
2023,08,04,43,74,65,36,11,19
2023,08,05,71,27,67,4,66,45
2023,08,06,83,10,30,58,21,84
2023,08,07,32,74,52,20,46,63
2023,08,08,6,30,67,98,34,79
2023,08,09,78,58,18,96,67,31
2023,08,10,7,12,97,17,54,92
2023,08,11,92,40,76,58,48,55
2023,08,12,7,27,3,65,18,57
2023,08,13,5,62,23,38,37,28
2023,08,14,19,88,17,24,39,10
2023,08,15,20,80,46,67,69,3
2023,08,16,54,78,14,67,62,25
2023,08,17,33,35,83,97,64,98
2023,08,18,79,83,96,49,57,86
2023,08,19,6,46,66,14,18,84
2023,08,20,40,31,72,12,44,4
2023,08,21,34,43,21,18,71,63
2023,08,22,86,33,32,94,21,61
2023,08,23,83,60,79,8,56,100
2023,08,24,37,97,5,7,71,44
2023,08,25,23,40,99,86,77,69
2023,08,26,65,23,16,8,65,13
2023,08,27,28,60,31,81,61,4
2023,08,28,9,80,43,58,92,1
2023,08,29,65,63,76,46,37,19
2023,08,30,30,18,19,13,79,13
2023,09,01,78,38,79,97,36,6
2023,09,02,57,83,72,72,37,96
2023,09,03,47,51,71,97,37,5
2023,09,04,22,5,7,18,51,2
2023,09,05,94,31,12,1,70,20
2023,09,06,95,5,9,57,97,52
2023,09,07,31,68,95,1,35,78
2023,09,08,52,78,100,78,12,74
2023,09,09,62,44,5,12,28,32
2023,09,10,58,91,58,15,59,2
2023,09,11,84,80,40,78,60,15
2023,09,12,4,25,87,12,67,37
2023,09,13,79,47,54,93,8,90
2023,09,14,21,56,100,21,6,75
2023,09,15,76,97,73,10,65,71
2023,09,16,56,48,44,3,70,38
2023,09,17,57,84,88,70,24,78
2023,09,18,59,11,46,15,28,36
2023,09,19,51,48,32,57,22,31
2023,09,20,47,39,83,34,72,60
2023,09,21,78,53,11,99,94,61
2023,09,22,43,68,38,32,23,11
2023,09,23,18,78,81,91,16,29
2023,09,24,98,90,38,93,48,20
2023,09,25,49,46,70,75,99,93
2023,09,26,58,53,5,74,61,80
2023,09,27,30,37,67,97,83,74
2023,09,28,18,18,23,13,94,63
2023,09,29,74,21,20,51,85,39
2023,09,30,36,3,73,88,68,72
2023,10,01,83,25,34,96,86,75
2023,10,02,97,4,58,37,86,95
2023,10,03,22,81,61,94,81,28
2023,10,04,60,80,79,56,36,32
2023,10,05,4,27,17,53,49,59
2023,10,06,88,27,55,79,99,56
2023,10,07,42,91,87,28,75,61
2023,10,08,92,82,13,14,29,71
2023,10,09,12,37,52,6,60,87
2023,10,10,77,58,48,47,36,72
2023,10,11,61,72,43,39,3,11
2023,10,12,59,98,90,65,92,26
2023,10,13,33,35,34,49,8,13
2023,10,14,77,22,7,58,42,94
2023,10,15,59,62,50,10,20,38
2023,10,16,14,54,27,7,82,71
2023,10,17,85,65,94,97,37,4
2023,10,18,60,85,65,91,3,69
2023,10,19,80,18,59,85,13,71
2023,10,20,6,45,84,54,9,69
2023,10,21,52,60,70,64,16,87
2023,10,22,65,99,23,22,60,59
2023,10,23,14,45,30,23,16,81
2023,10,24,15,20,16,10,33,57
2023,10,25,19,65,26,77,96,50
2023,10,26,21,31,90,96,54,37
2023,10,27,52,88,49,29,95,98
2023,10,28,92,26,2,7,15,90
2023,10,29,50,79,22,33,4,25
2023,10,30,83,25,13,95,37,86
2023,11,01,45,85,62,1,66,77
2023,11,02,35,84,69,22,5,34
2023,11,03,52,6,93,82,53,30
2023,11,04,38,84,82,7,2,3
2023,11,05,16,10,59,92,98,89
2023,11,06,43,19,43,67,81,64
2023,11,07,80,57,86,45,16,70
2023,11,08,50,26,88,10,30,50
2023,11,09,13,10,6,56,41,35
2023,11,10,57,13,49,93,57,58
2023,11,11,85,61,47,68,73,39
2023,11,12,24,58,98,16,69,95
2023,11,13,99,72,61,51,64,57
2023,11,14,81,30,40,46,10,57
2023,11,15,3,85,76,47,48,59
2023,11,16,68,49,91,59,22,15
2023,11,17,48,30,29,76,82,50
2023,11,18,28,58,19,13,97,43
2023,11,19,4,73,95,26,8,55
2023,11,20,35,62,1,86,9,22
2023,11,21,22,93,94,87,76,24
2023,11,22,100,2,73,70,59,60
2023,11,23,82,49,21,73,56,97
2023,11,24,42,15,27,92,66,89
2023,11,25,47,81,97,44,7,50
2023,11,26,7,74,43,16,78,100
2023,11,27,86,41,24,94,60,58
2023,11,28,28,53,63,57,51,93
2023,11,29,38,81,8,18,92,7
2023,11,30,25,97,58,27,37,75
2023,12,01,11,27,72,15,89,15
2023,12,02,7,22,24,79,89,52
2023,12,03,78,5,35,53,88,5
2023,12,04,51,45,55,47,49,7
2023,12,05,71,18,51,74,4,30
2023,12,06,41,63,80,76,23,63
2023,12,07,56,71,45,89,79,30
2023,12,08,75,86,15,65,18,67
2023,12,09,48,24,79,9,16,21
2023,12,10,67,16,56,73,30,46
2023,12,11,77,85,61,65,18,18
2023,12,12,36,43,50,100,78,100
2023,12,13,42,2,70,93,52,4
2023,12,14,49,23,40,47,19,24
2023,12,15,25,15,46,25,77,91
2023,12,16,8,35,97,90,3,40
2023,12,17,53,27,53,98,20,85
2023,12,18,46,61,5,15,49,46
2023,12,19,6,23,36,72,32,18
2023,12,20,68,72,87,67,6,70
2023,12,21,34,84,14,71,81,19
2023,12,22,58,95,54,2,51,78
2023,12,23,96,72,92,13,11,91
2023,12,24,95,97,97,75,100,85
2023,12,25,85,44,94,7,94,54
2023,12,26,83,9,98,11,26,83
2023,12,27,6,29,72,41,33,12
2023,12,28,59,9,57,93,73,14
2023,12,29,62,33,27,72,38,76
2023,12,30,11,51,79,15,18,93
