Year,Month,Day,0,1,2,3,4,5
2023,04,06,80,26,23,75,87,59
2023,04,07,10,90,56,75,86,55
2023,04,08,92,29,34,98,13,99
2023,04,09,63,75,98,83,67,41
2023,04,10,79,80,36,77,53,3
2023,04,11,27,2,52,56,30,85
2023,04,12,89,10,98,70,72,96
2023,04,13,64,40,38,62,15,5
2023,04,14,55,17,59,15,97,38
2023,04,15,51,68,56,27,61,87
2023,04,16,17,91,93,32,24,90
2023,04,17,48,16,79,6,94,93
2023,04,18,46,49,12,3,77,95
2023,04,19,13,20,66,86,36,53
2023,04,20,55,43,74,24,1,65
2023,04,21,31,21,77,73,33,51
2023,04,22,47,39,45,37,76,95
2023,04,23,70,89,53,87,67,41
2023,04,24,23,32,91,97,48,65
2023,04,25,15,3,55,95,6,15
2023,04,26,84,27,74,34,48,51
2023,04,27,58,22,15,21,83,85
2023,04,28,17,21,64,85,73,98
2023,04,29,91,60,17,30,46,13
2023,04,30,39,46,57,73,17,92
2023,05,01,100,39,3,37,29,5
2023,05,02,63,56,13,8,99,11
2023,05,03,19,18,3,82,79,90
2023,05,04,40,86,79,54,76,22
2023,05,05,64,72,71,94,32,43
2023,05,06,24,25,62,55,62,11
2023,05,07,68,84,80,12,47,30
2023,05,08,66,67,60,41,58,40
2023,05,09,97,91,61,24,9,64
2023,05,10,8,98,90,74,35,20
2023,05,11,41,7,52,52,36,10
2023,05,12,26,45,78,47,79,18
2023,05,13,97,29,5,2,28,66
2023,05,14,27,68,21,78,54,72
2023,05,15,18,92,58,9,36,91
2023,05,16,44,38,75,98,97,47
2023,05,17,53,72,86,44,40,97
2023,05,18,93,41,61,70,36,4
2023,05,19,85,68,69,33,100,51
2023,05,20,64,68,99,6,12,53
2023,05,21,88,69,59,41,15,70
2023,05,22,85,34,59,30,49,20
2023,05,23,31,48,42,49,61,85
2023,05,24,22,26,5,35,65,58
2023,05,25,49,61,75,29,63,62
2023,05,26,96,68,14,7,35,2
2023,05,27,21,60,46,22,44,63
2023,05,28,63,99,20,5,80,94
2023,05,29,81,92,98,45,43,16
2023,05,30,90,29,36,57,10,17
2023,06,01,1,100,15,74,43,13
2023,06,02,97,79,96,12,15,76
2023,06,03,42,4,53,6,38,76
2023,06,04,100,61,70,51,9,97
2023,06,05,7,30,11,30,3,22
2023,06,06,27,1,73,27,54,100
2023,06,07,14,13,75,10,29,84
2023,06,08,38,41,16,20,24,83
2023,06,09,65,28,6,46,66,88
2023,06,10,100,38,19,22,57,38
2023,06,11,56,33,84,12,26,28
2023,06,12,98,9,41,20,88,77
2023,06,13,61,81,51,72,2,93
2023,06,14,27,65,12,23,18,13
2023,06,15,86,59,52,41,72,77
2023,06,16,30,41,22,8,8,24
2023,06,17,8,92,17,23,45,98
2023,06,18,20,15,75,78,44,95
2023,06,19,11,80,3,62,14,40
2023,06,20,36,61,50,26,75,35
2023,06,21,33,8,14,59,35,75
2023,06,22,96,82,68,83,78,38
2023,06,23,62,57,56,23,78,72
2023,06,24,9,70,38,4,69,80
2023,06,25,20,43,23,24,27,26
2023,06,26,84,87,92,97,96,2
2023,06,27,34,43,59,76,40,52
2023,06,28,15,58,31,87,48,8
2023,06,29,90,89,23,37,83,85
2023,06,30,70,27,22,56,52,81
2023,07,01,82,15,46,42,27,7
2023,07,02,66,45,78,71,22,55
2023,07,03,76,94,68,9,32,93
2023,07,04,78,23,88,15,74,64
2023,07,05,94,41,34,5,83,95
2023,07,06,14,38,45,21,43,27
2023,07,07,52,34,12,32,98,78
2023,07,08,43,44,45,18,13,69
2023,07,09,14,100,75,65,63,3
2023,07,10,61,16,12,74,59,28
2023,07,11,36,89,87,60,55,12
2023,07,12,40,62,62,37,82,12
2023,07,13,1,33,46,73,70,63
2023,07,14,98,17,40,30,31,49
2023,07,15,28,35,46,71,84,76
2023,07,16,73,44,26,47,95,94
2023,07,17,14,10,95,42,22,90
2023,07,18,39,73,22,94,82,98
2023,07,19,20,96,80,82,45,40
2023,07,20,61,78,39,91,49,91
2023,07,21,84,99,17,8,45,74
2023,07,22,70,21,74,73,46,36
2023,07,23,64,78,56,49,6,33
2023,07,24,37,58,21,78,52,47
2023,07,25,80,83,76,61,65,36
2023,07,26,80,38,23,28,11,13
2023,07,27,33,22,23,46,25,79
2023,07,28,68,50,22,76,41,30
2023,07,29,67,77,73,45,33,100
2023,07,30,54,69,81,69,18,70
2023,08,01,43,22,12,31,12,88
2023,08,02,36,40,96,72,18,8
2023,08,03,51,20,51,93,63,87
2023,08,04,58,69,74,61,10,96
2023,08,05,62,94,63,93,19,23
2023,08,06,50,66,2,67,6,64
2023,08,07,64,68,49,50,28,88
2023,08,08,51,14,48,10,83,85
2023,08,09,31,34,23,29,88,62
2023,08,10,81,61,36,20,25,85
2023,08,11,82,19,35,81,7,92
2023,08,12,93,26,56,45,75,66
2023,08,13,82,99,83,39,43,38
2023,08,14,97,57,31,7,75,34
2023,08,15,45,5,16,89,78,86
2023,08,16,76,77,74,98,37,74
2023,08,17,91,96,69,75,53,86
2023,08,18,67,86,27,4,87,14
2023,08,19,61,81,44,96,63,53
2023,08,20,96,35,50,72,68,62
2023,08,21,30,40,47,66,88,93
2023,08,22,18,63,33,59,92,74
2023,08,23,3,100,44,62,73,69
2023,08,24,13,94,77,44,24,91
2023,08,25,83,91,90,47,69,69
2023,08,26,90,77,56,58,5,74
2023,08,27,95,34,56,49,36,32
2023,08,28,61,44,61,72,93,50
2023,08,29,5,90,13,96,51,38
2023,08,30,38,75,23,100,7,49
2023,09,01,24,90,87,31,14,100
2023,09,02,95,37,96,30,86,35
2023,09,03,70,79,44,17,39,22
2023,09,04,70,94,44,34,63,49
2023,09,05,15,69,50,63,35,73
2023,09,06,4,61,36,31,63,38
2023,09,07,87,10,71,38,97,14
2023,09,08,21,10,80,9,53,44
2023,09,09,88,52,13,24,81,99
2023,09,10,67,87,7,96,46,30
2023,09,11,61,41,4,42,73,41
2023,09,12,60,93,33,82,16,38
2023,09,13,93,1,50,74,24,100
2023,09,14,85,43,10,84,57,65
2023,09,15,89,48,79,7,69,71
2023,09,16,83,18,58,15,79,68
2023,09,17,52,11,22,6,40,47
2023,09,18,75,77,27,88,78,50
2023,09,19,61,73,61,41,45,29
2023,09,20,47,73,25,89,72,30
2023,09,21,47,76,10,72,22,44
2023,09,22,70,23,65,11,22,29
2023,09,23,85,83,62,41,46,14
2023,09,24,35,84,58,81,52,55
2023,09,25,32,21,26,88,61,14
2023,09,26,24,24,86,59,98,93
2023,09,27,32,25,32,92,88,71
2023,09,28,38,4,43,28,6,39
2023,09,29,72,16,86,36,9,89
2023,09,30,43,72,94,9,86,36
2023,10,01,38,41,33,98,31,48
2023,10,02,58,89,38,44,84,97
2023,10,03,51,3,50,95,58,56
2023,10,04,64,34,95,59,84,68
2023,10,05,97,25,87,97,24,96
2023,10,06,52,84,91,70,72,34
2023,10,07,70,27,85,99,94,12
2023,10,08,22,90,59,80,56,44
2023,10,09,5,70,19,99,63,47
2023,10,10,33,87,24,40,25,100
2023,10,11,54,97,3,66,43,5
2023,10,12,39,63,34,92,95,77
2023,10,13,66,7,58,37,82,4
2023,10,14,45,19,95,32,37,9
2023,10,15,7,79,84,55,78,89
2023,10,16,75,4,88,92,82,43
2023,10,17,67,94,41,47,33,56
2023,10,18,37,64,94,9,98,11
2023,10,19,30,90,28,18,47,90
2023,10,20,7,25,100,85,90,24
2023,10,21,24,11,67,3,89,90
2023,10,22,23,48,45,36,95,58
2023,10,23,20,8,35,57,96,78
2023,10,24,98,24,64,70,38,58
2023,10,25,26,74,76,10,19,51
2023,10,26,48,94,21,87,12,79
2023,10,27,84,93,74,73,69,73
2023,10,28,87,24,69,94,62,50
2023,10,29,56,14,46,87,57,73
2023,10,30,13,51,86,50,3,25
2023,11,01,2,30,83,48,62,10
2023,11,02,3,74,13,46,63,83
2023,11,03,78,51,79,98,19,55
2023,11,04,44,91,62,19,68,49
2023,11,05,12,57,44,51,54,24
2023,11,06,94,51,24,56,8,2
2023,11,07,15,73,27,84,37,34
2023,11,08,56,70,34,92,90,54
2023,11,09,78,60,83,2,15,43
2023,11,10,90,98,56,96,73,74
2023,11,11,68,37,49,53,66,32
2023,11,12,4,2,86,78,16,42
2023,11,13,11,11,67,31,41,31
2023,11,14,67,15,37,86,90,70
2023,11,15,64,56,99,54,12,74
2023,11,16,31,67,7,87,57,2
2023,11,17,67,89,57,53,25,83
2023,11,18,31,52,3,84,85,20
2023,11,19,30,89,15,34,34,17
2023,11,20,17,3,71,10,25,85
2023,11,21,79,77,29,29,94,57
2023,11,22,35,3,70,55,87,39
2023,11,23,31,49,7,5,18,18
2023,11,24,1,95,25,47,78,87
2023,11,25,73,14,16,68,89,65
2023,11,26,4,42,19,88,65,69
2023,11,27,10,48,6,17,30,58
2023,11,28,40,18,46,46,2,79
2023,11,29,87,64,30,50,32,3
2023,11,30,27,28,72,56,13,9
2023,12,01,16,92,99,70,16,87
2023,12,02,88,41,89,31,19,87
2023,12,03,98,83,24,62,17,25
2023,12,04,77,46,34,61,28,32
2023,12,05,52,28,57,66,46,81
2023,12,06,55,78,31,70,71,32
2023,12,07,56,97,28,48,64,93
2023,12,08,73,19,65,9,62,30
2023,12,09,44,95,20,83,74,6
2023,12,10,66,43,70,95,63,21
2023,12,11,96,16,11,44,70,96
2023,12,12,29,52,100,62,57,45
2023,12,13,16,24,5,41,42,9
2023,12,14,50,65,3,48,28,17
2023,12,15,4,56,15,9,36,27
2023,12,16,30,100,90,64,72,68
2023,12,17,20,50,90,89,8,57
2023,12,18,58,55,83,59,13,44
2023,12,19,58,96,38,2,47,56
2023,12,20,52,5,41,100,10,33
2023,12,21,56,7,11,35,93,85
2023,12,22,47,13,21,44,52,46
2023,12,23,77,8,63,99,1,73
2023,12,24,35,55,77,51,20,55
2023,12,25,21,40,31,3,87,78
2023,12,26,15,70,81,42,91,48
2023,12,27,67,68,92,66,33,67
2023,12,28,68,53,37,59,57,99
2023,12,29,97,72,3,71,89,21
2023,12,30,91,84,89,43,30,78
