Year,Month,Day,0,1,2,3,4,5
2023,03,04,99,32,82,58,33,60
2023,03,05,22,99,53,34,17,2
2023,03,06,98,17,86,45,27,79
2023,03,07,64,93,41,46,6,90
2023,03,08,41,11,91,75,25,4
2023,03,09,71,12,80,69,90,71
2023,03,10,57,78,91,1,80,7
2023,03,11,87,49,42,74,32,75
2023,03,12,48,51,64,99,83,59
2023,03,13,27,13,71,63,62,71
2023,03,14,51,42,37,10,26,41
2023,03,15,53,100,72,82,76,85
2023,03,16,6,17,71,57,57,16
2023,03,17,73,13,52,37,81,73
2023,03,18,84,80,69,23,94,17
2023,03,19,37,29,36,31,39,23
2023,03,20,10,78,34,96,37,15
2023,03,21,6,18,83,29,35,64
2023,03,22,19,19,41,70,8,43
2023,03,23,48,71,41,16,55,55
2023,03,24,85,28,25,61,4,84
2023,03,25,100,34,87,72,30,32
2023,03,26,53,62,40,34,87,17
2023,03,27,11,41,9,19,65,71
2023,03,28,76,1,71,58,4,60
2023,03,29,2,57,13,46,97,31
2023,03,30,54,63,52,74,89,93
2023,04,01,91,57,7,62,5,88
2023,04,02,11,21,41,39,55,87
2023,04,03,39,66,20,5,19,67
2023,04,04,21,73,70,78,86,17
2023,04,05,16,68,4,3,19,88
2023,04,06,35,77,79,21,21,13
2023,04,07,15,24,31,73,16,25
2023,04,08,21,14,44,72,51,94
2023,04,09,47,51,77,69,51,96
2023,04,10,67,10,35,74,66,79
2023,04,11,87,66,23,75,49,5
2023,04,12,61,64,46,23,42,18
2023,04,13,4,63,40,86,71,63
2023,04,14,85,4,70,12,78,9
2023,04,15,35,65,68,64,37,60
2023,04,16,38,81,70,40,29,19
2023,04,17,23,37,20,85,6,95
2023,04,18,8,66,50,62,11,67
2023,04,19,2,23,22,12,86,20
2023,04,20,28,86,46,67,97,96
2023,04,21,57,7,64,70,50,14
2023,04,22,93,36,44,49,38,16
2023,04,23,49,48,53,98,42,43
2023,04,24,73,47,70,24,35,16
2023,04,25,3,65,74,37,34,13
2023,04,26,5,14,59,64,7,83
2023,04,27,88,82,97,82,25,92
2023,04,28,1,67,64,73,8,43
2023,04,29,28,23,58,80,71,33
2023,04,30,32,45,79,30,46,41
2023,05,01,18,74,20,94,82,57
2023,05,02,46,93,54,40,59,73
2023,05,03,70,38,65,89,21,98
2023,05,04,26,70,23,34,46,31
2023,05,05,33,5,20,27,18,36
2023,05,06,37,58,82,26,27,81
2023,05,07,17,18,63,92,76,74
2023,05,08,77,12,52,53,98,97
2023,05,09,22,86,63,5,56,70
2023,05,10,6,81,100,13,12,69
2023,05,11,65,97,78,7,65,66
2023,05,12,91,94,89,60,55,82
2023,05,13,75,18,25,52,23,15
2023,05,14,31,94,74,73,67,98
2023,05,15,58,97,26,89,76,12
2023,05,16,51,36,3,75,22,96
2023,05,17,13,91,69,37,28,69
2023,05,18,94,76,19,63,44,73
2023,05,19,78,30,43,23,69,59
2023,05,20,16,20,26,33,10,75
2023,05,21,34,55,92,3,85,56
2023,05,22,56,29,85,82,31,52
2023,05,23,96,37,97,90,72,22
2023,05,24,15,84,64,78,69,97
2023,05,25,80,36,55,17,17,41
2023,05,26,58,80,59,37,2,20
2023,05,27,4,80,65,15,22,67
2023,05,28,66,60,55,70,86,51
2023,05,29,90,59,25,16,33,39
2023,05,30,16,68,41,18,75,95
2023,06,01,49,54,6,47,90,42
2023,06,02,25,88,67,53,60,88
2023,06,03,63,29,44,58,39,31
2023,06,04,56,61,79,6,50,10
2023,06,05,66,99,33,36,48,68
2023,06,06,90,9,96,9,10,55
2023,06,07,79,81,7,39,78,22
2023,06,08,66,100,87,7,2,37
2023,06,09,25,98,1,18,45,78
2023,06,10,34,38,65,69,62,40
2023,06,11,5,66,66,42,51,1
2023,06,12,5,65,41,25,28,72
2023,06,13,33,43,26,38,60,11
2023,06,14,39,71,62,30,6,49
2023,06,15,17,23,49,95,76,51
2023,06,16,96,61,79,89,98,76
2023,06,17,80,58,29,80,9,49
2023,06,18,40,11,53,35,9,56
2023,06,19,14,100,66,23,93,60
2023,06,20,35,40,95,95,62,39
2023,06,21,19,53,41,20,80,6
2023,06,22,80,10,99,76,61,39
2023,06,23,13,38,76,97,57,93
2023,06,24,25,72,24,72,78,16
2023,06,25,65,39,43,92,37,67
2023,06,26,46,17,74,6,34,64
2023,06,27,90,83,15,82,59,70
2023,06,28,39,29,71,57,65,60
2023,06,29,6,76,13,39,38,20
2023,06,30,82,48,80,59,31,63
2023,07,01,5,13,67,7,93,16
2023,07,02,41,33,1,91,93,70
2023,07,03,2,11,69,85,63,72
2023,07,04,12,53,71,53,54,60
2023,07,05,40,47,46,27,41,33
2023,07,06,25,60,20,76,38,6
2023,07,07,3,8,16,5,76,49
2023,07,08,72,43,79,98,29,91
2023,07,09,17,67,7,24,91,37
2023,07,10,84,80,11,38,88,72
2023,07,11,13,62,44,4,91,85
2023,07,12,2,43,51,27,66,18
2023,07,13,11,69,8,25,9,87
2023,07,14,73,95,45,96,53,90
2023,07,15,53,98,76,44,2,7
2023,07,16,86,35,72,11,30,47
2023,07,17,9,53,100,55,52,49
2023,07,18,56,50,98,17,63,8
2023,07,19,59,86,1,4,87,83
2023,07,20,48,77,96,44,93,66
2023,07,21,47,50,63,97,54,89
2023,07,22,92,22,33,73,63,22
2023,07,23,34,21,7,88,5,72
2023,07,24,52,23,96,91,45,11
2023,07,25,93,24,58,26,32,51
2023,07,26,99,47,14,24,5,54
2023,07,27,25,88,35,36,23,24
2023,07,28,82,13,53,3,50,13
2023,07,29,87,28,62,30,38,53
2023,07,30,44,24,92,18,75,31
2023,08,01,10,75,59,9,95,47
2023,08,02,19,63,6,25,62,54
2023,08,03,4,19,28,16,7,81
2023,08,04,46,71,73,18,24,9
2023,08,05,72,20,39,37,53,96
2023,08,06,46,47,49,56,100,91
2023,08,07,59,44,87,8,34,9
2023,08,08,43,51,4,50,45,10
2023,08,09,90,30,90,33,4,8
2023,08,10,52,52,89,71,27,29
2023,08,11,11,17,39,3,62,82
2023,08,12,41,54,66,89,85,19
2023,08,13,11,60,55,68,88,32
2023,08,14,23,67,38,88,78,93
2023,08,15,83,45,16,69,88,70
2023,08,16,27,16,57,49,56,55
2023,08,17,63,66,56,83,43,61
2023,08,18,78,42,55,66,97,73
2023,08,19,55,98,6,22,77,6
2023,08,20,18,42,98,75,73,23
2023,08,21,1,2,59,41,38,20
2023,08,22,64,41,41,81,60,59
2023,08,23,99,61,82,3,82,9
2023,08,24,18,77,2,60,60,37
2023,08,25,95,44,26,41,73,28
2023,08,26,86,77,82,59,5,65
2023,08,27,31,47,4,50,3,68
2023,08,28,49,41,31,12,82,44
2023,08,29,67,74,34,90,55,99
2023,08,30,53,95,11,40,88,95
2023,09,01,79,53,37,31,63,29
2023,09,02,23,88,13,30,51,30
2023,09,03,58,76,40,5,34,23
2023,09,04,78,40,67,66,22,16
2023,09,05,36,87,25,64,36,73
2023,09,06,97,98,78,17,16,96
2023,09,07,18,8,19,39,66,96
2023,09,08,12,43,53,51,33,94
2023,09,09,67,43,55,38,31,89
2023,09,10,3,7,45,3,58,35
2023,09,11,17,43,23,29,66,15
2023,09,12,40,98,91,99,7,20
2023,09,13,20,60,48,44,37,25
2023,09,14,81,90,25,61,59,79
2023,09,15,44,56,53,71,99,56
2023,09,16,98,79,62,85,74,12
2023,09,17,51,5,87,35,6,59
2023,09,18,51,32,74,74,94,14
2023,09,19,69,2,6,78,69,60
2023,09,20,24,4,76,95,75,80
2023,09,21,44,87,88,96,82,85
2023,09,22,95,19,87,85,16,84
2023,09,23,16,25,12,87,10,10
2023,09,24,56,56,57,8,92,29
2023,09,25,26,6,60,88,70,17
2023,09,26,64,70,50,93,55,69
2023,09,27,24,46,10,17,80,100
2023,09,28,28,13,69,26,58,14
2023,09,29,44,72,59,12,70,8
2023,09,30,79,40,67,53,7,84
2023,10,01,16,27,9,56,98,49
2023,10,02,34,97,50,61,80,16
2023,10,03,69,6,6,16,81,30
2023,10,04,54,74,6,81,30,38
2023,10,05,7,1,70,44,5,99
2023,10,06,75,23,80,2,41,15
2023,10,07,48,86,26,14,60,41
2023,10,08,68,84,97,91,8,53
2023,10,09,41,89,90,38,57,67
2023,10,10,36,59,74,83,57,26
2023,10,11,15,46,7,100,17,47
2023,10,12,61,68,34,65,77,94
2023,10,13,63,6,6,35,28,96
2023,10,14,5,93,36,35,62,16
2023,10,15,33,90,37,26,28,57
2023,10,16,97,48,43,8,28,97
2023,10,17,29,17,96,59,87,83
2023,10,18,50,59,15,16,1,39
2023,10,19,61,20,50,84,42,6
2023,10,20,21,30,27,85,48,32
2023,10,21,29,25,26,44,46,8
2023,10,22,88,55,58,7,42,42
2023,10,23,60,47,48,35,6,100
2023,10,24,37,58,32,7,84,60
2023,10,25,5,45,57,65,55,5
2023,10,26,76,78,67,3,37,34
2023,10,27,80,26,77,83,38,34
2023,10,28,4,4,28,22,90,27
2023,10,29,99,38,18,71,30,94
2023,10,30,21,1,21,12,81,23
2023,11,01,52,30,63,86,12,73
2023,11,02,49,14,66,82,74,8
2023,11,03,43,55,38,2,81,29
2023,11,04,52,86,89,30,97,92
2023,11,05,10,26,25,25,91,61
2023,11,06,86,32,75,43,77,60
2023,11,07,72,70,43,59,28,29
2023,11,08,26,1,96,78,91,49
2023,11,09,13,4,79,72,9,13
2023,11,10,63,12,82,24,91,97
2023,11,11,85,67,65,17,33,50
2023,11,12,93,20,58,89,82,39
2023,11,13,41,37,69,79,54,20
2023,11,14,45,2,85,20,74,35
2023,11,15,31,63,36,71,53,38
2023,11,16,37,7,66,47,52,41
2023,11,17,61,13,57,24,78,81
2023,11,18,46,62,20,15,49,21
2023,11,19,42,3,2,33,69,48
2023,11,20,75,14,72,13,87,25
2023,11,21,10,100,84,85,44,78
2023,11,22,76,35,83,28,14,29
2023,11,23,32,42,56,13,54,92
2023,11,24,92,91,47,77,38,6
2023,11,25,18,83,25,64,50,72
2023,11,26,1,86,40,17,25,69
2023,11,27,22,80,87,53,45,99
2023,11,28,70,36,12,42,26,25
2023,11,29,32,43,84,10,39,53
2023,11,30,56,23,1,21,28,42
2023,12,01,10,85,99,71,4,1
2023,12,02,32,26,20,70,36,76
2023,12,03,71,6,65,100,25,83
2023,12,04,28,23,96,30,96,83
2023,12,05,44,11,99,55,7,86
2023,12,06,55,91,88,90,71,89
2023,12,07,92,43,75,100,17,39
2023,12,08,15,24,14,10,74,1
2023,12,09,23,26,91,4,51,30
2023,12,10,47,63,76,84,70,48
2023,12,11,81,66,64,23,42,3
2023,12,12,53,99,76,87,26,25
2023,12,13,98,64,16,84,39,90
2023,12,14,51,77,68,24,86,40
2023,12,15,86,51,12,65,35,93
2023,12,16,63,10,8,60,14,16
2023,12,17,45,41,7,28,27,28
2023,12,18,93,52,4,49,70,31
2023,12,19,98,21,31,40,11,72
2023,12,20,50,79,53,17,24,13
2023,12,21,51,22,24,92,97,54
2023,12,22,68,15,2,70,34,45
2023,12,23,91,100,81,76,50,19
2023,12,24,48,57,94,13,71,35
2023,12,25,53,46,5,98,22,72
2023,12,26,94,5,86,45,83,7
2023,12,27,69,30,95,99,93,21
2023,12,28,7,40,57,15,86,7
2023,12,29,54,44,49,67,16,97
2023,12,30,99,31,99,73,50,46
